0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.993
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.965
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.965
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.761
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.761
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.989
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.989
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.993
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.848
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.848
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.991
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.991
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.987
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =8.993 | MinDCF =0.987
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.822
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.822
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.981
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.981
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.138 | MinDCF =1.000
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =1.000
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.014 | MinDCF =0.829
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.829
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.001 | MinDCF =0.993
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.993
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.990
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.01 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.990
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.683
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.01 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.683
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.01 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.999
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.811
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.811
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.992
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.992
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.988
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.988
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.642
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.642
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =1.015
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.015
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.986
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.986
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.657
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.657
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.994
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.994
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.956
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Raw | Calibrated | PCA = 10 | ActDCF =8.993 | MinDCF =0.956
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.783
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.783
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.999
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.896
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.896
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.994
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.994
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =1.000
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.900
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.900
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.985
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.985
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.907
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.907
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.988
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.988
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.989
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.989
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.917
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.917
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.987
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.987
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.516 | MinDCF =1.000
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =1.000
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.027 | MinDCF =0.959
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.959
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.753 | MinDCF =0.996
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.996
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.01 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.914
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.01 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.914
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.985
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.01 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.985
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.895
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.895
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.999
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.905
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.905
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.992
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.992
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.924
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.924
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.972
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.972
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.987
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.987
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.843
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.843
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.990
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.990
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.853
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.853
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.994
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.994
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.878
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.878
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.989
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.989
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.976
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.976
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.893
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.893
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.962
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =8.985 | MinDCF =0.962
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.819
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.819
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.993
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Raw | Calibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.993
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.966
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.966
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.870
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.870
